DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2014-12-10 11:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	6877.00	2017-09-14 04:18:49.049
2014-12-10 15:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	6740.00	2017-09-14 04:18:49.049
2014-12-10 19:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	7368.00	2017-09-14 04:18:49.049
2014-12-10 23:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	6692.00	2017-09-14 04:18:49.049
2014-12-10 03:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	4707.00	2017-09-14 04:18:49.049
2014-12-10 07:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	5078.00	2017-09-14 04:18:49.049
2014-12-10 11:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	6877.00	2017-09-14 04:18:49.049
2014-12-10 15:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	6740.00	2017-09-14 04:18:49.049
2014-12-10 19:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	7368.00	2017-09-14 04:18:49.049
2014-12-10 23:00:00.000	PT60M	10YPT-REN------W	CTY	PT CTY	PT	6692.00	2017-09-14 04:18:49.049
2014-12-10 23:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7162.83	2017-09-14 04:18:49.049
2014-12-11 00:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7022.03	2017-09-14 04:18:49.049
2014-12-11 01:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6915.88	2017-09-14 04:18:49.049
2014-12-11 02:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6899.83	2017-09-14 04:18:49.049
2014-12-11 03:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7035.08	2017-09-14 04:18:49.049
2014-12-11 04:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7513.96	2017-09-14 04:18:49.049
2014-12-11 05:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8139.39	2017-09-14 04:18:49.049
2014-12-11 06:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8831.63	2017-09-14 04:18:49.049
2014-12-11 07:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8983.66	2017-09-14 04:18:49.049
2014-12-11 08:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8984.49	2017-09-14 04:18:49.049
2014-12-11 09:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	9022.25	2017-09-14 04:18:49.049
2014-12-11 10:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8916.74	2017-09-14 04:18:49.049
2014-12-11 11:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8709.18	2017-09-14 04:18:49.049
2014-12-11 12:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8588.26	2017-09-14 04:18:49.049
2014-12-11 13:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8559.34	2017-09-14 04:18:49.049
2014-12-11 14:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8622.81	2017-09-14 04:18:49.049
2014-12-11 15:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8956.40	2017-09-14 04:18:49.049
2014-12-11 16:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	9209.17	2017-09-14 04:18:49.049
2014-12-11 17:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8939.40	2017-09-14 04:18:49.049
2014-12-11 18:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8424.01	2017-09-14 04:18:49.049
2014-12-11 19:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7971.39	2017-09-14 04:18:49.049
2014-12-11 20:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7476.17	2017-09-14 04:18:49.049
2014-12-11 21:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7425.75	2017-09-14 04:18:49.049
2014-12-11 22:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7158.63	2017-09-14 04:18:49.049
2014-12-11 23:45:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7023.10	2017-09-14 04:18:49.049
2014-12-10 23:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7162.83	2017-09-14 04:18:49.049
2014-12-11 00:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7022.03	2017-09-14 04:18:49.049
2014-12-11 01:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6915.88	2017-09-14 04:18:49.049
2014-12-11 02:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6899.83	2017-09-14 04:18:49.049
2014-12-11 03:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7035.08	2017-09-14 04:18:49.049
2014-12-11 04:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7513.96	2017-09-14 04:18:49.049
2014-12-11 05:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8139.39	2017-09-14 04:18:49.049
2014-12-11 06:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8831.63	2017-09-14 04:18:49.049
2014-12-11 07:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8983.66	2017-09-14 04:18:49.049
2014-12-11 08:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8984.49	2017-09-14 04:18:49.049
2014-12-11 09:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	9022.25	2017-09-14 04:18:49.049
2014-12-11 10:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8916.74	2017-09-14 04:18:49.049
2014-12-11 11:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8709.18	2017-09-14 04:18:49.049
2014-12-11 12:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8588.26	2017-09-14 04:18:49.049
2014-12-11 13:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8559.34	2017-09-14 04:18:49.049
2014-12-11 14:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8622.81	2017-09-14 04:18:49.049
2014-12-11 15:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8956.40	2017-09-14 04:18:49.049
2014-12-11 16:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	9209.17	2017-09-14 04:18:49.049
2014-12-11 17:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8939.40	2017-09-14 04:18:49.049
2014-12-11 18:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8424.01	2017-09-14 04:18:49.049
2014-12-11 19:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7971.39	2017-09-14 04:18:49.049
2014-12-11 20:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7476.17	2017-09-14 04:18:49.049
2014-12-11 21:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7425.75	2017-09-14 04:18:49.049
2014-12-11 22:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7158.63	2017-09-14 04:18:49.049
2014-12-11 23:45:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7023.10	2017-09-14 04:18:49.049
2014-12-10 00:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	10030.48	2017-09-14 04:18:49.049
2014-12-10 01:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	9737.14	2017-09-14 04:18:49.049
2014-12-10 02:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	9615.72	2017-09-14 04:18:49.049
2014-12-10 03:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	9821.34	2017-09-14 04:18:49.049
2014-12-10 04:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	10482.31	2017-09-14 04:18:49.049
2014-12-10 05:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	11831.58	2017-09-14 04:18:49.049
2014-12-10 06:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	12655.42	2017-09-14 04:18:49.049
2014-12-10 07:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	12713.27	2017-09-14 04:18:49.049
2014-12-10 08:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	12856.45	2017-09-14 04:18:49.049
2014-12-10 09:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	12963.23	2017-09-14 04:18:49.049
2014-12-10 10:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	13081.19	2017-09-14 04:18:49.049
2014-12-10 11:45:00.000	PT15M	10YBE----------2	CTA	BE CTA	BE	12817.19	2017-09-14 04:18:49.049
2014-12-30 01:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8922.10	2017-09-14 04:19:10.010
2014-12-30 02:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8733.35	2017-09-14 04:19:10.010
2014-12-30 03:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8713.57	2017-09-14 04:19:10.010
2014-12-30 04:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8995.48	2017-09-14 04:19:10.010
2014-12-30 05:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	10015.72	2017-09-14 04:19:10.010
2014-12-30 06:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	12065.71	2017-09-14 04:19:10.010
2014-12-30 07:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14265.37	2017-09-14 04:19:10.010
2014-12-30 08:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14906.44	2017-09-14 04:19:10.010
2014-12-30 09:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15103.33	2017-09-14 04:19:10.010
2014-12-30 10:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15111.00	2017-09-14 04:19:10.010
2014-12-30 11:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15024.04	2017-09-14 04:19:10.010
2014-12-30 12:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14877.51	2017-09-14 04:19:10.010
2014-12-30 13:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14907.34	2017-09-14 04:19:10.010
2014-12-30 14:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14828.07	2017-09-14 04:19:10.010
2014-12-30 15:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15078.79	2017-09-14 04:19:10.010
2014-12-30 16:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	16199.04	2017-09-14 04:19:10.010
2014-12-30 17:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15923.74	2017-09-14 04:19:10.010
2014-12-30 18:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15318.25	2017-09-14 04:19:10.010
2014-12-30 19:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14668.19	2017-09-14 04:19:10.010
2014-12-30 20:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	13666.10	2017-09-14 04:19:10.010
2014-12-30 21:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	12584.00	2017-09-14 04:19:10.010
2014-12-30 22:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	11423.26	2017-09-14 04:19:10.010
2014-12-30 23:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	10238.03	2017-09-14 04:19:10.010
2014-12-31 00:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	9364.33	2017-09-14 04:19:10.010
2014-12-31 01:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8888.19	2017-09-14 04:19:10.010
2014-12-31 02:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8686.67	2017-09-14 04:19:10.010
2014-12-31 03:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8659.94	2017-09-14 04:19:10.010
2014-12-31 04:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	8927.50	2017-09-14 04:19:10.010
2014-12-31 05:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	9935.47	2017-09-14 04:19:10.010
2014-12-31 06:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	11936.56	2017-09-14 04:19:10.010
2014-12-31 07:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14171.35	2017-09-14 04:19:10.010
2014-12-31 08:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15047.07	2017-09-14 04:19:10.010
2014-12-31 09:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15345.37	2017-09-14 04:19:10.010
2014-12-31 10:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15315.45	2017-09-14 04:19:10.010
2014-12-31 11:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15149.53	2017-09-14 04:19:10.010
2014-12-31 12:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14948.59	2017-09-14 04:19:10.010
2014-12-31 13:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14874.90	2017-09-14 04:19:10.010
2014-12-31 14:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14704.33	2017-09-14 04:19:10.010
2014-12-31 15:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14748.89	2017-09-14 04:19:10.010
2014-12-31 16:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15796.00	2017-09-14 04:19:10.010
2014-12-31 17:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	15359.03	2017-09-14 04:19:10.010
2014-12-31 18:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	14632.74	2017-09-14 04:19:10.010
2014-12-31 19:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	13887.59	2017-09-14 04:19:10.010
2014-12-31 20:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	12999.38	2017-09-14 04:19:10.010
2014-12-31 21:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	12051.33	2017-09-14 04:19:10.010
2014-12-31 22:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	11122.89	2017-09-14 04:19:10.010
2014-12-31 23:00:00.000	PT15M	10YNL----------L	CTA	NL CTA	NL	10118.27	2017-09-14 04:19:10.010
2014-12-30 00:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	9379.74	2017-09-14 04:19:11.011
2014-12-30 01:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8922.10	2017-09-14 04:19:11.011
2014-12-30 02:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8733.35	2017-09-14 04:19:11.011
2014-12-30 03:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8713.57	2017-09-14 04:19:11.011
2014-12-30 04:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8995.48	2017-09-14 04:19:11.011
2014-12-30 05:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	10015.72	2017-09-14 04:19:11.011
2014-12-30 06:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	12065.71	2017-09-14 04:19:11.011
2014-12-30 07:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14265.37	2017-09-14 04:19:11.011
2014-12-30 08:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14906.44	2017-09-14 04:19:11.011
2014-12-30 09:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15103.33	2017-09-14 04:19:11.011
2014-12-30 10:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15111.00	2017-09-14 04:19:11.011
2014-12-30 11:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15024.04	2017-09-14 04:19:11.011
2014-12-30 12:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14877.51	2017-09-14 04:19:11.011
2014-12-30 13:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14907.34	2017-09-14 04:19:11.011
2014-12-30 14:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14828.07	2017-09-14 04:19:11.011
2014-12-30 15:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15078.79	2017-09-14 04:19:11.011
2014-12-30 16:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	16199.04	2017-09-14 04:19:11.011
2014-12-30 17:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15923.74	2017-09-14 04:19:11.011
2014-12-30 18:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15318.25	2017-09-14 04:19:11.011
2014-12-30 19:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14668.19	2017-09-14 04:19:11.011
2014-12-30 20:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	13666.10	2017-09-14 04:19:11.011
2014-12-30 21:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	12584.00	2017-09-14 04:19:11.011
2014-12-30 22:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	11423.26	2017-09-14 04:19:11.011
2014-12-30 23:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	10238.03	2017-09-14 04:19:11.011
2014-12-31 00:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	9364.33	2017-09-14 04:19:11.011
2014-12-31 01:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8888.19	2017-09-14 04:19:11.011
2014-12-31 02:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8686.67	2017-09-14 04:19:11.011
2014-12-31 03:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8659.94	2017-09-14 04:19:11.011
2014-12-31 04:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	8927.50	2017-09-14 04:19:11.011
2014-12-31 05:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	9935.47	2017-09-14 04:19:11.011
2014-12-31 06:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	11936.56	2017-09-14 04:19:11.011
2014-12-31 07:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14171.35	2017-09-14 04:19:11.011
2014-12-31 08:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15047.07	2017-09-14 04:19:11.011
2014-12-31 09:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15345.37	2017-09-14 04:19:11.011
2014-12-31 10:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15315.45	2017-09-14 04:19:11.011
2014-12-31 11:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15149.53	2017-09-14 04:19:11.011
2014-12-31 12:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14948.59	2017-09-14 04:19:11.011
2014-12-31 13:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14874.90	2017-09-14 04:19:11.011
2014-12-31 14:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14704.33	2017-09-14 04:19:11.011
2014-12-31 15:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	14748.89	2017-09-14 04:19:11.011
2014-12-31 16:00:00.000	PT15M	10YNL----------L	BZN	NL BZN	NL	15796.00	2017-09-14 04:19:11.011
2014-12-10 19:15:00.000	PT15M	10YBE----------2	CTY	BE CTY	BE	12141.92	2017-09-14 04:18:49.049
2014-12-10 20:15:00.000	PT15M	10YBE----------2	CTY	BE CTY	BE	11524.81	2017-09-14 04:18:49.049
2014-12-10 21:15:00.000	PT15M	10YBE----------2	CTY	BE CTY	BE	11537.29	2017-09-14 04:18:49.049
2014-12-10 22:15:00.000	PT15M	10YBE----------2	CTY	BE CTY	BE	11381.82	2017-09-14 04:18:49.049
2014-12-10 23:15:00.000	PT15M	10YBE----------2	CTY	BE CTY	BE	10750.29	2017-09-14 04:18:49.049
2014-12-12 00:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6901.51	2017-09-14 04:18:49.049
2014-12-12 01:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6867.57	2017-09-14 04:18:49.049
2014-12-12 02:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6792.40	2017-09-14 04:18:49.049
2014-12-12 03:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6827.68	2017-09-14 04:18:49.049
2014-12-12 04:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7198.77	2017-09-14 04:18:49.049
2014-12-12 05:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7709.12	2017-09-14 04:18:49.049
2014-12-12 06:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8535.00	2017-09-14 04:18:49.049
2014-12-12 07:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8722.51	2017-09-14 04:18:49.049
2014-12-12 08:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8708.53	2017-09-14 04:18:49.049
2014-12-12 09:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8670.36	2017-09-14 04:18:49.049
2014-12-12 10:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8596.71	2017-09-14 04:18:49.049
2014-12-12 11:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8349.58	2017-09-14 04:18:49.049
2014-12-12 12:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8120.96	2017-09-14 04:18:49.049
2014-12-12 13:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8066.79	2017-09-14 04:18:49.049
2014-12-12 14:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8139.58	2017-09-14 04:18:49.049
2014-12-12 15:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8421.16	2017-09-14 04:18:49.049
2014-12-12 16:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8803.85	2017-09-14 04:18:49.049
2014-12-12 17:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8596.21	2017-09-14 04:18:49.049
2014-12-12 18:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8097.82	2017-09-14 04:18:49.049
2014-12-12 19:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7621.13	2017-09-14 04:18:49.049
2014-12-12 20:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7193.32	2017-09-14 04:18:49.049
2014-12-12 21:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7232.61	2017-09-14 04:18:49.049
2014-12-12 22:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6882.07	2017-09-14 04:18:49.049
2014-12-12 23:15:00.000	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6828.70	2017-09-14 04:18:49.049
2014-12-12 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6901.51	2017-09-14 04:18:49.049
2014-12-12 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6867.57	2017-09-14 04:18:49.049
2014-12-12 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6792.40	2017-09-14 04:18:49.049
2014-12-12 03:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6827.68	2017-09-14 04:18:49.049
2014-12-12 04:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7198.77	2017-09-14 04:18:49.049
2014-12-12 05:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7709.12	2017-09-14 04:18:49.049
2014-12-12 06:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8535.00	2017-09-14 04:18:49.049
2014-12-12 07:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8722.51	2017-09-14 04:18:49.049
2014-12-12 08:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8708.53	2017-09-14 04:18:49.049
2014-12-12 09:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8670.36	2017-09-14 04:18:49.049
2014-12-12 10:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8596.71	2017-09-14 04:18:49.049
2014-12-12 11:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8349.58	2017-09-14 04:18:49.049
2014-12-12 12:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8120.96	2017-09-14 04:18:49.049
2014-12-12 13:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8066.79	2017-09-14 04:18:49.049
2014-12-12 14:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8139.58	2017-09-14 04:18:49.049
2014-12-12 15:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8421.16	2017-09-14 04:18:49.049
2014-12-12 16:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8803.85	2017-09-14 04:18:49.049
2014-12-12 17:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8596.21	2017-09-14 04:18:49.049
2014-12-12 18:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	8097.82	2017-09-14 04:18:49.049
2014-12-12 19:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7621.13	2017-09-14 04:18:49.049
2014-12-12 20:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7193.32	2017-09-14 04:18:49.049
2014-12-12 21:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	7232.61	2017-09-14 04:18:49.049
2014-12-12 22:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6882.07	2017-09-14 04:18:49.049
2014-12-12 23:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	6828.70	2017-09-14 04:18:49.049
2014-12-11 01:00:00.000	PT60M	10YPT-REN------W	CTA	PT CTA	PT	5371.00	2017-09-14 04:18:49.049
2014-12-11 05:00:00.000	PT60M	10YPT-REN------W	CTA	PT CTA	PT	4676.00	2017-09-14 04:18:49.049
2014-12-11 09:00:00.000	PT60M	10YPT-REN------W	CTA	PT CTA	PT	6558.00	2017-09-14 04:18:49.049
2014-12-11 13:00:00.000	PT60M	10YPT-REN------W	CTA	PT CTA	PT	6823.00	2017-09-14 04:18:49.049
2014-12-11 17:00:00.000	PT60M	10YPT-REN------W	CTA	PT CTA	PT	6771.00	2017-09-14 04:18:49.049
2014-12-11 21:00:00.000	PT60M	10YPT-REN------W	CTA	PT CTA	PT	7320.00	2017-09-14 04:18:49.049
2014-12-11 01:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	5371.00	2017-09-14 04:18:49.049
2014-12-28 08:15:00.000	PT15M	10YLU-CEGEDEL-NQ	CTA	LU CTA	LU	323.00	2017-09-14 04:18:52.052
2014-12-28 09:15:00.000	PT15M	10YLU-CEGEDEL-NQ	CTA	LU CTA	LU	329.00	2017-09-14 04:18:52.052
2014-12-28 10:15:00.000	PT15M	10YLU-CEGEDEL-NQ	CTA	LU CTA	LU	355.00	2017-09-14 04:18:52.052
2014-12-28 11:15:00.000	PT15M	10YLU-CEGEDEL-NQ	CTA	LU CTA	LU	381.00	2017-09-14 04:18:52.052
